CS_angle,F_alt,rate_HC,P_angle,Windspeed,Airspeed,Engine_thrust,Attack_angle,P_rate,Roll_rate,Yaw_rate
3.5002,10,-22.8391,-0.305716,60.22,180,10.285,4.2,-25.1,-17.4,-20.9
2.693,11.642,-72.3745,0.665585,75.84,194,8.292,2.3,-8.8,3.3,-17
0.804,8.193,19.5795,-0.245356,36.79,162,10.106,3,-29.3,-19.3,27.4
0.5245,9.908,-86.0179,-0.359447,78.22,112,10.368,2.6,-26.7,20.6,-12
2.5499,10.019,100.5529,0.302929,47.93,60,9.306,4.1,-28.4,-5.8,-16.8
2.7272,8.349,91.2054,0.439314,72.85,133,7.341,4.2,2.8,6.4,22.9
4.1835,10.112,-21.3622,-0.473726,76.94,58,7.275,2.5,-30,-17.9,17.6
0.3303,10.935,125.1686,0.209605,52.7,125,10.19,4.2,23.9,6.9,-3.1
0.9552,10.05,-42.6818,0.68529,70.4,70,10.661,4.6,3.3,9.5,8.5
1.6949,11.731,34.9873,0.320645,61.56,150,9.421,2.7,39.3,3.7,-15.6
2.4617,8.831,97.963,-0.218913,79.36,46,8.101,3.2,-4.6,24.5,-2.1
4.0133,11.786,117.3182,0.273935,64.72,94,9.74,3.5,-2.4,9.9,17.1
1.2655,11.342,87.2379,0.154179,69.64,148,7.88,2,25.6,16,-13.5
1.0764,11.146,-31.2209,-0.333607,38.64,56,9.681,3.9,17.9,21.7,17.5
1.0921,8.151,-0.7039,0.139789,43.39,57,8.755,5,34.4,0.4,28.6
3.0821,8.854,114.2569,0.22956,68.93,90,10.963,2.1,22,18.6,25.2
1.0712,9.988,142.0586,-0.062874,43.61,169,7.267,3.4,20.2,-10.4,22.8
0.3275,9.847,110.8162,0.5848,72.1,93,8.421,4.3,30.3,-15.1,-24.9
2.945,10.494,19.5688,0.436847,62.79,154,10.369,4.1,-27.4,19.7,-26.5
1.3399,9.978,-79.007,0.383967,56.25,150,8.874,4,40.7,3.5,-22.4
0.2291,9.74,122.4344,0.192042,32.14,79,10.732,3.5,-2.6,18.6,10.9
2.7789,9.118,-36.8322,0.552551,73.19,152,7.402,2.5,33.5,23.5,-5.1
3.5806,10.188,78.5372,0.151367,60.32,180,9.02,3.9,-24.9,15.3,6.9
3.3252,9.894,73.4427,0.275284,71.11,97,8.803,4.6,41.8,23.3,29.8
0.0423,8.244,-4.5667,-0.312254,50.19,184,7.712,3.8,0.3,-6.6,-23.8
4.7823,9.11,133.7587,-0.270275,56.56,59,7.517,5,3.1,-13.6,14.4
1.67,8.141,130.701,0.379425,48.49,153,7.217,3.1,16.3,-11.6,-26.9
1.232,8.385,140.8685,-0.132774,62.03,98,10.625,4.7,18,14.8,-2.7
0.6925,10.409,-39.6839,-0.156247,38.81,198,10.186,2.6,1.3,18.5,-26.7
2.3833,8.964,63.3427,-0.00418,50.9,177,10.222,2.8,38.5,-1.1,0.1
2.6091,10.777,1.1105,0.029965,59.9,131,8.724,3.6,-29.9,22.7,12.6
2.7357,8.113,-30.006,0.60228,34.14,196,10.845,5,-5.3,21.7,-6.9
3.1645,8.826,107.3122,-0.159406,53.86,138,10.369,2.3,9.4,-15.3,-14
0.2886,9.345,146.1513,0.399476,51.28,56,8.721,2.3,16.6,3.9,-28
2.0736,9.18,7.5105,-0.16156,36.38,66,10.092,2.2,31.7,11.3,7.4
2.6942,8.021,95.8307,-0.213399,70.04,164,10.593,4.6,20.8,16.1,-29.3
0.5733,9.533,132.7911,0.082535,37.78,49,10.441,4.4,-27.6,-2.1,3.4
0.1614,8.893,31.7304,0.138418,74.07,59,8.638,3.7,-5.5,16.2,6.7
3.9336,10.136,-105.0854,-0.187755,41.66,171,8.91,3.5,14.7,-21.5,-9.9
3.2736,8.06,-100.1113,0.468594,39.41,169,10.037,4.3,-5.9,-5.1,10.3
1.9598,11.526,-78.9093,0.481091,37.96,75,7.622,3,0.3,20.8,-0.2
1.1615,8.949,-75.0322,-0.078434,50.22,165,8.923,4.3,41.8,23.9,-26.9
0.3182,11.949,126.9427,-0.162032,51.05,101,7.695,5,22.3,4.4,-5.1
4.8577,9.53,-19.9824,0.544358,74.68,146,8.578,3.9,26.4,23.4,-25.2
3.3505,9.671,124.485,0.520029,73.79,191,8.047,5,17.7,-20.2,-10.9
3.427,11.993,-34.2937,0.014448,65.06,130,7.399,3.1,18.7,13.9,24.1
3.364,10.121,-99.1785,0.654918,38.34,145,9.687,2.4,1,-20.2,22.7
0.211,9.374,136.9244,-0.093804,46.47,95,7.965,3.4,1,1.5,14
4.6144,9.753,21.622,0.159819,38.49,197,9.01,2.7,-21.9,-18,-29.2
2.0151,10.062,-15.9954,-0.452711,42.1,110,8.665,2.8,19.1,-13.8,-29.8
4.2796,11.331,-101.1465,0.153809,41.72,197,8.438,4.4,-24.4,22,-16.2
3.1548,8.094,146.3155,-0.195986,53.09,184,8.577,2.1,24.8,-20.9,-19.6
2.0741,8.86,8.62,-0.089295,65.35,134,10.051,4.1,31.3,-6.5,25.1
4.2259,10.352,-60.0357,0.026023,46.49,113,10.235,4,6.3,-22.4,-1.7
3.2562,10.949,44.0339,0.481167,31.63,186,9.951,4.7,-27.9,3.5,-6.1
1.4599,8.592,26.3029,0.655878,48.27,112,7.819,3.9,12.4,-16.3,-20.3
2.8206,9.531,-23.7676,-0.517728,42.32,182,7.819,4.1,8.4,-14.7,16.7
2.1121,11.7,-13.1633,0.341538,42.18,84,10.802,4.3,26.4,7.1,16
1.0161,9.282,-32.3413,0.603021,43.27,95,7.404,2.8,-26,-13.3,-26
1.4927,8.199,54.2744,0.642234,51.92,162,7.397,3.3,10.5,-21.2,-17.3
1.9437,10.332,130.1137,-0.289786,45.39,127,10.534,2.4,23.8,-7.7,27.5
4.0947,9.161,-87.744,-0.12496,60.69,47,9.723,2.9,-29.4,23.6,9.3
0.9241,8.674,151.2743,0.246309,55.7,49,7.089,3.6,12.9,19.1,-0.9
0.6024,11.108,-56.4475,0.696977,67.02,82,10.317,3.3,-13.2,20.4,-7.3
3.8839,8.38,-39.8136,-0.078601,49.35,197,7.604,4.4,23.4,-8,8.8
3.5757,8.053,17.9955,-0.104566,61.46,180,8.62,4.7,-4.8,-19.6,-16
4.6152,11.039,91.3721,-0.017565,46.22,96,9.713,2.3,-2.8,-22.5,-21.1
1.4831,10.411,-94.0458,0.075008,48.93,118,10.211,3.4,23.2,-3.6,4.2
2.3795,9.014,77.9759,-0.300758,65.95,112,7.269,2.8,13.8,5.5,-14.2
2.1883,10.57,-54.0949,0.740525,67.22,130,10.848,2.9,22.6,22.8,29.9
2.28,8.223,27.4273,-0.293764,62.61,145,10.39,4.1,1.9,20.5,15.3
1.8419,8.176,122.0532,0.143482,42.45,98,9.565,2.6,34.2,20.2,20.2
2.3503,11.541,99.6869,0.106632,60.91,67,9.49,2.7,18.2,-20.5,6.1
0.8988,10.288,54.4733,-0.443493,74.46,80,10.574,4.3,33.4,-0.5,11.7
2.375,9.29,56.1053,0.436066,38.19,150,7.478,2.7,4.4,-11.6,29.8
3.8119,11.858,-97.5294,-0.229413,32.82,115,9.803,2.6,43.9,5.5,-29.5
3.6616,11.96,-1.2396,0.205503,71.38,166,7.178,3.1,40,-1.4,23.3
1.1998,10.441,69.2829,0.650897,69.47,153,9.312,3.1,-7.8,-2.6,1
1.113,11.277,-36.5338,0.527163,66.58,85,10.107,3.2,-22.4,2.3,-17.6
3.3891,9.914,69.4048,0.63011,51.76,173,10.168,2.7,41,-14,3.7
2.022,10.901,105.9386,-0.088478,45.93,65,9.133,4.7,-4,-6.7,1.3
2.0876,9.889,27.5967,0.630699,52.98,194,8.313,2.8,-28.3,-22.8,-10
3.2333,10.624,146.0097,0.718242,51.09,116,9.471,4,-0.3,24.9,16.8
3.1542,9.528,49.6171,-0.106782,61.23,185,10.934,4.4,12.9,22.5,16.1
3.6003,8.816,114.3795,-0.061811,41.66,52,9.876,2.4,39,11.1,3.8
1.8712,11.095,-14.7533,-0.326162,42.27,76,9.965,2.7,15.9,-2.7,18.8
4.6738,9.651,113.5809,0.596428,63.56,136,10.655,4.9,-24.3,-20.8,28.6
3.6038,8.312,76.8867,-0.152688,70.25,128,7.666,4.1,-4.4,-3,-29.1
1.1571,9.241,106.6193,0.742103,62.81,108,10.535,4.4,23.1,-4.9,5.6
3.5626,10.59,-70.6484,0.680077,62.52,117,7.042,2.8,-8.4,-19.3,-23.3
3.5887,11.627,-13.0262,0.629319,75.19,79,10.63,2.1,23.8,-20.1,-1
2.0523,9.81,18.6034,0.662381,71.07,126,10.537,4.4,18.2,-20.7,-9.4
3.4711,9.028,-63.7097,-0.170552,45.6,128,10.352,2.5,11.2,13.1,-5
0.9543,10.953,83.9793,-0.139333,62.03,196,9.172,4.3,26,-17.9,-29.1
1.2712,10.301,87.7342,-0.173743,76.79,46,8.238,3.7,24.1,-12.9,17.4
3.1463,10.519,85.4404,0.542496,57.79,56,8.561,3.8,43.9,0.8,-11.7
2.0587,8.503,57.7961,-0.054925,75.53,147,9.948,2,0.9,-24.3,-5.5
0.4023,8.325,-26.6491,0.222683,66.29,85,8.924,2.7,-3.1,5.4,14.7
2.2581,10.116,80.0809,-0.271261,56.19,100,7.69,4.8,30,11.7,-7.5
0.4615,10.583,90.5959,0.080072,49.11,65,8.608,2,-15.5,0.4,-27.3
4.8989,8.91,68.3722,0.683622,42.55,58,7.704,2.4,-15.5,-17.8,-26.9
2.5229,8.952,137.3518,0.638294,54.03,103,10.87,2,10.6,-13.3,16.9
1.6285,8.897,5.9807,0.714538,61.6,138,7.95,3.1,-1.4,0.6,-26.7
2.017,10.965,53.4922,-0.407232,44.15,83,9.631,3.2,25.7,23.3,-5
0.7062,8.348,70.638,0.328271,68.98,132,10.829,2,6.3,8.5,-22.4
0.5043,9.956,-38.0859,-0.517596,67.8,189,8.607,3.2,29,24.2,-18.9
2.2748,11.68,87.2961,0.177702,54.38,72,8.548,4.1,24.1,-16.8,25.1
4.5862,9.199,14.13,-0.217297,47.45,66,10.102,4.8,38,4.5,11.7
3.8749,10.427,143.6733,-0.077064,46.25,41,7.79,3.2,18.7,9.2,28.7
1.382,8.334,46.14,-0.400476,73,57,7.371,4.2,13.7,12,12
2.9853,11.812,8.6674,0.155521,32.37,126,9.212,2.4,-3.5,-5.5,14.1
1.0097,9.282,-35.41,0.694688,56.77,177,9.377,4.8,19.1,22.9,11.6
1.8593,10.385,-66.3698,-0.198402,57.62,102,8.912,2.2,23,20.7,-21
0.4466,10.673,-0.4491,0.206204,72.64,100,9.026,4.7,-29.3,-15.8,-3
3.8001,11.946,34.7631,0.470695,68.16,41,10.786,2.5,31.6,1.9,-27.9
2.7957,9.392,-85.9979,0.642556,58.63,86,9.608,4.8,-14.3,-10,-28.8
1.6865,11.264,12.2396,-0.313554,75.11,188,7.722,3.2,24.3,-3.6,-14.5
4.781,11.791,6.6475,0.620098,47.17,145,9.924,4.2,7.3,-0.6,-15.6
2.387,10.992,-51.5696,-0.453552,40.77,163,9.182,2.9,-15.2,4.8,-27.8
1.7664,11.267,12.4647,0.307239,44.81,132,10.064,3.8,-28,-8.7,-6.1
0.6055,9.884,-92.9026,0.616699,42.94,172,9.448,4.1,0.5,3.4,14.6
4.4136,10.015,-25.8477,0.607336,52.23,168,10.35,3.5,-17.8,8.3,28.6
3.6829,11.027,69.8264,-0.219798,59.52,46,8.234,2.6,-14.3,1.9,13.5
1.8068,11.25,145.5536,0.1164,34.43,84,8.003,4.1,-16.9,-10.4,-1.5
1.7278,8.436,58.8088,-0.157827,35,179,8.486,4.4,30.1,-10.8,18.6
2.2059,11.501,96.5225,0.423541,60.9,184,8.893,4.4,10.3,15.4,2.5
1.845,9.161,58.3947,-0.106427,43.08,167,9.763,2.4,-8.9,21.4,29.1
1.3599,8.863,-76.5393,0.612159,48.48,89,9.612,3.7,-2.6,-14.8,-28.8
1.4912,10.774,-54.837,0.488971,72.72,79,8.775,4.3,-21.1,19,28.3
1.6919,8.822,97.8494,-0.278123,34.65,68,8.789,4.5,-10.2,-12,-7.3
4.6769,11.352,-59.204,-0.255442,74.73,42,10.034,3.7,8.3,-10.3,0.3
4.5803,11.599,-73.892,0.270669,55.77,179,7.097,4.9,7.9,-6.4,-0.8
2.9467,8.15,79.6106,0.088818,68.6,48,8.138,4.1,10.2,-16.2,-29.5
3.6932,9.327,45.9428,0.242565,38.83,56,9.429,2.3,-4.5,23.7,23
0.0356,11.394,39.0307,0.761503,54.84,101,10.918,4.1,29.3,2.3,-7.9
0.814,10.217,-90.7956,-0.501341,72.38,53,10.526,3.6,20.5,-16,10.6
2.2896,9.617,-69.8245,-0.042129,71.61,95,8.048,2.5,-24.2,-11.9,-18.5
1.1707,9.708,20.9868,0.410667,43.48,133,8.944,4.6,-22.1,13.1,28.6
2.0614,9.384,-26.7777,0.105848,47.99,161,7.742,2.5,-22.1,5.7,-2.4
0.6234,8.123,101.9827,-0.231851,73.65,196,7.389,3.1,10.4,9,-26.9
3.753,10.166,12.4268,-0.073539,79.01,178,8.072,2.9,29.5,19.3,4.4
2.1306,10.88,1.8433,0.418155,44.73,123,9.06,4.1,-1.4,-24.5,25.6
2.2999,10.659,144.3989,0.096957,33.05,47,10.23,3.8,31.3,-1.5,21.7
4.121,8.468,-99.4099,-0.316157,78.3,100,7.434,4.6,28.3,-15.6,0.9
3.2101,8.361,-86.643,0.773965,57.27,125,9.967,4.3,6.9,-17.3,9.1
0.019,8.915,-22.0235,-0.084301,45.46,71,9.973,3.6,31.2,-24.9,4.7
1.1348,11.096,-4.0007,0.201298,50.28,196,8.856,4,42.3,-22.4,16.6
3.3758,8.945,-12.9278,0.117374,60.89,49,10.891,3.4,-28.3,-17.9,-20
2.9844,8.426,-34.5919,0.703673,52.99,130,8.552,3.6,27.3,-14.6,-3.3
4.1894,11.715,111.32,-0.043736,58.63,48,7.785,4.4,38.6,-4.5,9.9
2.0225,9.512,126.2524,-0.382363,72.71,96,7.558,5,43.7,1.2,-10.4
4.9132,10.738,-16.726,-0.436631,43.69,108,8.332,3.7,24.7,17.5,29.7
2.0536,11.08,123.5006,0.309833,57.75,78,9.522,4.4,23.5,21.9,29.5
2.8217,11.568,-8.558,0.655134,70.1,197,8.704,2.2,5.4,19.7,-22.8
3.3745,9.249,21.0924,0.53563,62.59,134,9.61,2.1,42.5,-17,15
0.6418,8.206,11.7044,-0.422313,55.45,108,8.759,2,-14.9,-22.6,-6.8
4.6372,8.776,-75.8867,0.633171,72.69,55,8.503,3.1,-18.5,22.6,-16.4
4.2698,10.914,-50.9797,0.115793,33.03,148,10.495,2.8,-13.8,22.3,-22.9
2.1087,10.345,112.4986,0.435316,55.73,80,9.459,2.7,28.1,23.8,12.1
2.6167,10.554,-72.7557,0.723021,44.03,167,9.344,3.5,-29.2,17.6,7
4.3297,8.764,142.6184,0.129409,34.43,171,9.074,2.2,-17.9,-14.2,10.2
1.7714,8.021,-6.5713,0.394177,63.67,92,8.083,3.1,4.6,20.1,-29.1
3.8638,9.005,51.3758,-0.344689,66.64,121,9.289,2.9,-24.4,20.7,-16.2
0.5869,11.667,-61.1337,-0.297685,61.19,118,10.865,3.6,33.5,4.9,0
4.3234,11.61,10.4894,0.393359,60.35,198,8.36,3.5,-10.8,-23.2,-23.8
2.1619,11.972,65.4217,0.406646,52.74,109,7.909,2,-22.2,2.2,9
3.3027,11.287,-84.8605,-0.128147,70.22,64,9.048,2.3,-10.2,1.5,-10.7
2.5903,11.866,49.1246,-0.159638,74.72,40,8.257,4.1,-1.2,4.2,20.6
0.4733,9.393,-15.3812,0.252847,77.41,198,10.093,2,34.2,-2.8,-25.2
1.295,8.191,11.07,0.342914,74.41,74,9.507,3.7,-3,18.9,16
2.1228,8.98,-56.7149,0.272345,42.22,163,7.519,3.5,16.6,12.4,26.5
3.3918,8.685,51.4602,-0.355343,54.01,106,8.027,3,-18,-13.1,5.9
1.9373,10.41,-106.2185,0.488509,34.82,112,9.959,4.7,42.5,-22.6,-6.6
1.1626,11.847,-43.6601,-0.248367,31.84,165,10.17,3.3,28.5,-6.9,-22.1
0.6634,10.965,88.2691,-0.493733,61.18,184,8.271,4,29.2,0.1,2.9
1.0567,11.721,109.3593,0.431515,71.76,85,10.373,4.3,16.5,-15.8,29.2
0.0453,9.363,29.1386,-0.511308,31.23,121,9.74,2.8,-24.3,22.8,-7.8
4.1481,8.813,104.14,0.59866,71.39,100,7.121,4.7,-19.5,16.5,5.5
4.6747,8.405,40.2246,0.726934,38.46,115,7.195,4.4,14,20.5,-27.9
2.1814,11.745,-5.935,0.419818,63.53,166,9.734,4.7,-23.9,-16.2,24.3
2.7913,9.637,134.441,0.321114,71.12,181,8.384,4.2,-4.9,-18.6,-5.2
3.263,9.592,108.8556,0.084592,61.34,153,7.497,4,38.8,5.1,26.4
2.9342,11.65,-83.9231,0.338088,75.57,77,10.744,3.3,23.1,-7.8,-24.6
3.2615,8.48,-98.807,-0.4486,59.71,117,9.885,4.6,27.1,11.5,28.9
1.0434,9.254,147.7223,0.121525,44.73,104,7.363,3.8,27.8,8.4,-19.6
0.6892,10.367,-83.223,-0.377088,34.65,78,10.487,3.9,-22.3,-15.3,-6.9
2.701,10.849,-78.0405,0.570023,56.98,79,10.234,4.6,38.5,-7.3,15.9
0.7922,11.549,6.512,-0.127994,39.19,50,8.862,3.3,5.9,12,-29.7
0.8769,9.861,-105.0578,0.520363,47.81,191,8.954,4.9,23.9,-24.4,5.4
1.5879,11.223,-8.8703,-0.186917,53.89,134,8.286,2.3,44.6,-3.1,23.9
1.1901,9.935,24.8767,0.560314,72.38,98,8.041,2.1,44.7,-8.2,3.5
0.6559,9.74,-21.5254,0.304476,59.43,171,9.275,3.5,37.7,-7.5,-20
4.4429,10.112,-31.6221,-0.113069,41.86,141,7.388,3.2,14.1,-13.7,-8.2
4.6655,11.855,53.7929,0.622898,65.63,61,9.988,2.1,-14.6,-6.5,-3.2
0.9987,9.37,40.7879,-0.068624,59.5,98,10.935,3.8,-2.9,8,-22.9
0.1016,10.438,20.2557,-0.370612,37.82,65,8.01,2.8,-25.3,-19.1,8.7
4.6367,8.898,97.7402,-0.382759,67.16,194,8.112,4.1,33.5,10.1,18.3
2.9525,8.407,71.7631,-0.173723,33.97,67,7.123,4.1,5.8,17.7,-7.6
4.0348,10.079,134.936,0.656665,59.17,131,8.844,2.4,-30,14.8,11.2
0.569,11.04,43.5033,-0.133306,64.15,120,8.897,2.5,4.9,-20.9,-9.2
4.4633,11.07,0.1757,-0.290286,67.85,117,7.442,4.2,20.3,5.9,16.1
2.8818,8.175,93.5421,0.474868,31.3,148,9.452,2.7,-24.6,7.2,-1.1
1.1488,11.925,-73.48,-0.425881,30.45,78,8.778,4.8,25.3,6.8,-8.2
2.6862,9.033,108.0527,-0.469976,73.96,130,10.036,4.5,-23.1,-19.6,-23.3
4.6321,11.714,86.193,0.436973,57.03,194,10.478,4.1,44.4,-0.4,3.1
0.1761,11.771,47.4084,-0.203221,48.76,102,9.58,2.7,-10.3,-0.1,-22.1
3.1261,8.104,128.8393,0.458391,62.11,124,7.759,3.5,-27,16.2,-11.5
0.2888,11.147,52.3963,0.285622,54.04,186,10.364,5,17.2,-3.3,8.9
1.0735,11.538,-9.2553,0.654622,62.14,131,8.415,3.6,-15.7,-8.1,29
0.4972,8.946,47.6912,-0.030637,66.92,51,7.654,2.8,31.9,-13.9,-9.4
0.0369,10.58,80.7497,0.539756,54.44,184,7.256,3.7,6.6,-12.1,-18.4
2.7235,11.143,30.8738,-0.473861,44.59,102,9.039,4.5,26.2,23.4,23.8
3.8659,10.767,66.0321,-0.426666,63.28,147,8.124,2.2,31.9,-4,-16.3
3.6487,8.849,-8.6627,0.18061,55.86,43,7.907,3.7,-12.3,15.8,-0.4
4.9325,11.998,120.6899,0.366606,64.15,188,8.153,2.1,26.6,17.2,20.9
2.3714,8.329,114.6289,0.436762,35,76,7.581,3.1,30.4,11.1,-13.3
3.9887,8.968,-35.4612,-0.095244,50.43,50,10.784,2.8,26.1,6.5,-7.6
1.0582,10.028,-53.0447,-0.377826,65.83,115,7.367,4.4,20.2,-21.9,23.7
4.396,10.208,6.4763,0.469477,67.9,61,7.188,4.3,-17.7,-24.2,-19.8
0.7352,9.392,-15.6274,-0.410558,51.94,82,10.015,3.9,-9.3,-15.6,21.7
0.7707,10.68,-40.9868,-0.335097,39.01,131,8.884,4.8,-8,13.3,11.7
2.9748,8.68,-55.0475,-0.181089,74.74,174,9.993,2.9,-27,-5.9,20
4.4048,11.397,93.6952,-0.302859,78.56,162,10.287,3.8,-23.3,-15.6,-19.6
0.1259,8.717,137.084,-0.04626,54.83,53,8.46,2.6,-9.8,-18.4,-17.7
0.2634,10.919,33.9432,-0.395369,42.92,89,7.027,2.5,-21.7,-14.4,18.9
2.688,9.436,101.7543,-0.123737,63.73,50,10.42,2.8,-20.3,14.2,-0.2
4.5215,10.464,42.3575,0.101796,47.64,49,10.046,2.4,-14.9,-12.3,17.9
4.8924,8.116,21.1955,0.567084,64.94,76,10.515,4.5,32.9,6.6,-21.9
0.9108,11.721,55.3159,0.068973,69.42,155,8.299,4.9,15.1,-16.9,18.8
4.0318,10.011,140.5415,0.408419,77.09,115,10.545,2.5,17.7,-22.7,-22.2
4.4766,8.174,95.9069,-0.476552,42.24,104,8.702,4,-2.4,19.3,-16.1
4.0743,10.01,47.5186,0.548869,58.99,99,7.012,2.1,-5.5,-1.7,10.8
3.0688,8.629,92.4389,0.475104,79.3,49,8.727,4.2,-28.3,-17.2,20.3
3.0374,8.281,114.4112,0.158917,39.1,116,7.566,4.7,32.4,13.7,-8.6
1.37,10.297,77.942,0.386583,45.68,67,9.531,4.5,16.8,-1.5,27.7
2.0937,11.248,90.4849,0.291145,44.03,147,8.275,2.6,40.4,21.3,-3.1
4.0983,11.39,128.6816,0.262628,46.13,200,7.707,3.2,36.7,-17.5,-1.9
4.279,10.826,75.734,-0.148518,52.23,188,7.312,2.5,-16.7,1,-5.1
2.9207,8.357,106.4794,0.358691,70.19,102,9.444,4.9,22.1,3.7,9.3
4.7742,9.92,89.0143,0.099508,73.76,111,7.666,2.6,-20.6,-6.4,5.6
4.7293,8.664,-37.9654,-0.025994,79.59,149,10.598,4.2,3.4,2.6,1.2
2.1302,8.143,-31.9817,-0.430546,37.71,148,10.061,4.3,19.7,-4.7,25.2
0.6357,8.846,-65.052,-0.306511,37.84,107,8.254,2.4,-8.8,13.9,-1
0.5393,11.734,49.1812,0.697976,72.3,117,9.77,3.4,-9.6,18.2,-12.1
3.236,10.713,133.3784,0.11747,38.41,66,10.403,2.8,23.7,-15.7,-28.4
3.7297,10.437,-83.9204,0.588119,44.05,50,7.186,4.8,19.9,-4.2,24.3
4.6209,11.681,-78.2489,0.697965,58.06,120,8.283,3.5,-17.1,10.2,17.1
0.1034,11.554,9.4621,0.585085,76.71,83,8.894,4.8,41.8,-0.8,14.9
4.9013,8.478,6.3448,0.264413,31.48,186,9.341,3.6,-6,3.1,22.7
0.4014,10.867,-43.4549,0.143642,30.04,194,7.025,3.1,-23.2,-8.8,25.7
1.5924,8.939,34.7096,0.711892,63.51,192,9.987,3,20.2,23.4,0.2
3.1682,10.259,92.2245,0.396386,40.9,100,10.081,2.5,4.8,-22.6,-24.2
3.4559,10.385,-54.728,0.3489,54.89,164,10.989,3,12.5,-21.3,-13.9
3.1119,8.796,-30.8233,0.601412,40.97,87,8.989,3.8,8.6,22.5,-15.9
2.2214,9.912,99.2479,0.041823,64.8,63,9.486,3.4,9.9,-23.3,15.7
1.03,10.827,-54.1026,-0.367729,36.07,82,8.806,2.6,25.9,-25,25.4
4.4638,9.747,10.5473,0.151909,68.74,91,8.716,3.9,24.5,-17.9,27.9
3.3712,9.368,-15.2152,-0.395985,35.11,90,7.478,4.5,30.5,-2.8,26.8
3.7461,9.962,94.7238,-0.281719,65.33,193,9.931,2.4,41.3,19.4,0.3
1.2299,8.467,-15.8535,-0.202165,43.91,147,10.618,2.1,24.8,-17.7,21.7
0.2102,11.577,41.1912,0.593412,64.06,133,8.928,3.9,1.8,-16.7,-23.3
3.7237,10.43,-5.2768,0.554057,71.85,140,10.951,3.7,-6.1,11.1,-6.1
2.2475,9.487,26.232,0.348488,70.26,190,8.294,3.2,39.6,-17.5,-7.8
3.5115,11.906,59.0267,0.477169,47.15,115,9.647,3.7,23.4,-19.8,-10.1
2.7491,11.489,144.6801,0.459688,70.11,181,10.237,2.4,44,16.6,17.8
2.9012,9.754,65.7058,0.305897,43.05,53,9.902,2.6,-27.8,16,-12.2
4.036,11.894,28.7928,-0.162256,43.73,166,8.355,3.3,24.8,-24.3,10
3.8547,11.051,78.9588,-0.210711,46.92,102,8.249,3.1,33.2,23.5,16.5
0.4832,11.757,-48.2214,0.486906,66.67,75,7.734,3.3,31.6,11.6,8.6
1.563,9.313,-70.1747,0.545215,41.91,116,9.315,2,-0.1,-5.1,-1.9
3.0155,9.21,-24.9763,-0.420184,37.8,200,7.924,4,25,16.7,-17.3
1.1326,8.807,-37.0397,0.366572,46.88,50,9.232,4.6,39.9,-20.5,6.2
3.0038,9.22,117.3759,-0.007262,35.34,174,7.994,4.4,-17.9,21.4,9.4
2.3196,8.793,115.6917,-0.017257,50.77,130,8.452,3.5,-20.5,-19.9,-10.9
3.8159,11.131,143.7945,0.614817,66.79,108,9.851,3.4,-7.7,23.3,13.9
3.1417,9.905,5.9005,0.054293,33.49,142,7.382,3.5,-27.4,-8.5,-5.7
2.1353,8.163,54.1874,-0.043558,62.4,43,8.652,4.7,1.6,14.9,5.8
0.9371,9.981,-90.3438,0.401393,44.6,49,9.832,2.7,-10.8,19.8,29.3
4.7937,11.572,37.1733,-0.099157,61.5,105,9.2,3.8,19.3,8.1,4.8
2.2114,11.283,59.7338,-0.495746,32.31,181,8.294,4.4,40.3,-17.4,26.1
4.8414,9.621,127.7091,0.284876,44.71,91,7.641,2,17.7,-25,25.8
3.7314,10.498,-25.3572,0.743603,31.35,80,10.169,2.1,40.1,3.3,-1.6
3.4627,8.604,55.4046,0.706959,75.11,80,7.44,3.7,33,16.6,-24.1
2.4433,9.082,4.6216,-0.311594,53.72,170,10.495,2.8,8.4,-14.3,-24.8
3.1506,8.645,-33.07,0.526325,73.91,162,8.887,3.8,-13.5,-7.5,-21
3.2738,8.692,28.7136,0.657094,39.52,109,7.073,4.6,13,10.8,2.2
3.1226,9.961,89.315,-0.284651,59.88,58,8.18,3.5,14.2,13.1,-20.2
3.695,10.537,-100.3405,0.669448,77.52,185,8.592,4.2,-3.9,-23.3,-7
4.3755,10.017,-54.7495,-0.116147,31.47,73,10.491,4.1,14.2,-15.5,-20.6
0.4702,10.461,72.7026,-0.396556,55.31,171,7.197,3.4,35.9,-2.3,1.8
4.03,10.441,134.2769,-0.136882,52.95,166,9.859,2.8,-3,-24.7,4.6
4.5047,11.139,35.9642,0.73902,79.3,135,7.788,4.9,42.8,-15.1,-14.2
4.6256,9.765,85.4042,0.325991,41.72,48,8.791,3.8,41.2,-16.4,27
0.1807,8.283,-3.2222,0.141112,33.87,169,7.418,2.5,21.4,-24.3,27.5
4.4782,9.993,-26.7925,-0.439286,72.13,161,7.115,4.7,4.9,-15,6.9
4.4382,10.364,-89.6072,0.412963,71.72,116,10.673,4.3,3.6,6.5,6.3
3.5573,11.111,-49.7401,0.130871,79.39,164,10.487,4,-23.6,-15.3,-19.5
0.1936,10.491,-16.6514,0.61169,70.46,96,8.303,5,42.3,-9,-20
0.4495,10.142,31.173,0.062019,56.92,48,10.269,3,-15.2,24.7,-29.4
0.1154,9.457,62.642,0.74145,64.58,78,8.327,2.6,-10.2,7.1,-0.7
1.8304,8.41,26.9141,-0.245735,69.12,157,7.165,2.9,-3.5,-14.4,10.9
